site_name,website,latitude,longitude,address,phone,description,amenities
Bethpage State Park,https://parks.ny.gov/parks/108,40.738014,-73.468948,"99 Quaker Meeting House RoadFarmingdale, NY 11735",(516) 249-0701,"Register and Book Online Tee TimesBethpage State Park is best known for its five world-class golf courses, including the world-renowned Black Course which was the site of the U.S. Open Championship in 2002 and 2009, the Barclays in 2012 and 2016, the PGA Championship in 2019 and will host the 2025 Ryder Cup. Visitors also flock to the park to use the park's picnic facilities, playing fields, tennis courts, bridle paths, hiking and biking trails and cross-county skiing trails.Bethpage State Park houses a restaurant and catering facilities, a Golf Pro Shop and driving range.For information aboutBethpage State Park Golf Course, please call (516) 249-0700.Find out more aboutpark permits.Pavilion InformationBethpage State has two pavilions. Prices range from $200 to $250 and can accommodate up to 250 people. Check availability atReserveAmerica.com. Find out more aboutpicnic pavilion reservationsand view the options available:Eagle Pavilion,Bluebird Pavilion.Pet Policy: A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Equestrian Trails, Food, Grills, Hiking, Pavilions and Shelter Rentals, Playgrounds, Playing Fields, Showers, Sledding, Snowshoeing/X-Country Skiing, Tennis"
Betty and Wilbur Davis State Park,https://parks.ny.gov/parks/85,42.663757,-74.833183,"133 Davis RoadSchenevus, NY 12155",(607) 547-8662,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive (not allowed in cottages). Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).CampingNew York State Parks cabins and cottages are currently open for new reservations. Reservations are required and can only be made in advance by calling toll free 1-800-456-CAMP orhttp://newyorkstateparks.reserveamerica.com.  No walk up camping stays will be accepted.Perched atop a hill in Southern Otsego County, Betty and Wilbur Davis State Park provides spectacular views to the south and west. Nearly two thirds of the park is blanketed by a forest of hardwoods intermixed with smaller areas of conifer plantation. The remainder of this 229-acre property is occupied by gently rolling meadowlands and two ponds. The park, which is named for the generous New York couple who donated the land to the state, offers a variety of recreational opportunities. With expansive views and tranquil surroundings, Betty and Wilbur Davis State Park is a favorite among birdwatchers and other nature lovers.On-site facilities include a picnic area and the sunset pavilion picnic shelter. The park also features an extensive network of hiking trails and a woodland stream. Another park activity includes catch and release fishing. Winter activities include cross-country skiing, snowshoeing and snowmobile trails that connect to the state corridor trail system.Located in Westford, the park is just a short drive from Cooperstown, home of the National Baseball Hall of Fame. Betty and Wilbur Davis State Park is sure to be a fantastic destination for any family outing.Pavilion InformationBetty & Wilbur Davis has one pavilion. Prices range from $100 to $125 a day and can accommodate up to 75 people. Check availability atReserveAmerica.comPet Policy:PETS ARE NOT ALLOWED IN COTTAGES.A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Mailing Address133 Davis Road Schenevus, NY 12155","Fishing, Hiking, Pavilions and Shelter Rentals, Snowmobiling, Snowshoeing/X-Country Skiing"
Big Six Mile Creek Marina,https://parks.ny.gov/parks/50,43.023195157300002,-79.010987699899999,"3219 Whitehaven RoadGrand Island, NY 14072",(716) 404-4214,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Know Before You Go:Due to construction, the boat launch will be closed for the seasonPress Release|RenderingBig Six Mile Creek State Park Marina is located in a protected inlet off of the upper Niagara River. This marina provides a boat launch for boating and world class fishing access, 125 seasonal boat slips, gasoline and oil sales, ice and pump out service. Seasonal slip vacancies are filled by a lottery every year.http://montanainternational.us/index.php/marinas/big-six-marinaPet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Mailing Addressc/o Beaver Island State Park2136 West Oakfield RoadGrand Island, NY 14072","Dockage, Fishing, Marina"
Black Diamond Trail,https://parks.ny.gov/parks/197,42.533184,-76.616402,"1740 Taughannock Blvd.Trumansburg, NY 14886",(607) 387-6739,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).The Black Diamond Trail is an 8.4 mile stretch of stone dust trail, which has been converted from an old railroad bed. The trail passes through a mix of woodland and pastoral lands along the western slope of Cayuga Lake. Trailheads at Cass Park/Allan H. Treman State Park in the City of Ithaca and Taughannock Falls State Park in Trumansburg provide parking and access to the trail. Recreational opportunities include hiking, jogging, biking, snowshoeing and cross-country skiing.Pet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Hiking, Snowshoeing/X-Country Skiing"
Black River Trail,https://parks.ny.gov/parks/199,43.9896214,-75.8312068,"25534 Ridge RoadWatertown, NY 13601",(315) 938-5083,"The Black River Trail is a 4.5 mile stretch of paved trail, which has been converter from an old rail road bed. The terrain is woodland and follows the Black River for 3.5 mile. This trail presents recreational opportunities for hiking, jogging, biking, snow shoeing and cross country skiing.","Fishing, Hiking, Snowshoeing/X-Country Skiing"
Blauvelt State Park,https://parks.ny.gov/parks/49,41.070423,-73.949020,"Route 303 North to East, Greenbush RoadBlauvelt, NY 10913",(845) 359-0544,"Blauvelt State Park is 590 acres of forested green space in Rockland County. Hiking trails provide the only access and afford spectacular views of the Hudson Valley.Note: Park is undeveloped -- there are no toilets and there is limited parking.Dogs only, must be on a leash not more than 6 feet. Not allowed in buildings or bathing areas.Mailing AddressPalisades Interstate Park CommissionBear Mountain, NY 10911",
Bonavista State Park,https://parks.ny.gov/parks/160,42.675896,-76.863625,"7194 County Road 132Ovid, NY 14521",(607) 869-5482,"Know Before You Go...More InfoPet PolicyHousehold pets only; caged or on a leash not more than 6 feet. Proof of rabies inoculation.Nestled above the shore overlooking Seneca Lake, this park derived its name from the amazing lake view visible from thegolf course. The 9-hole course can be played twice from different tees for an 18-hole round. There is also an attractive clubhouse/ restaurant. The park has shaded picnic areas and food is available at the snack bar. Bow hunting is allowed in season, call for details.Household pets only; caged or on a leash not more than 6 feet.  Proof of rabies inoculation.","Hiking, Hunting, Snowshoeing/X-Country Skiing"
Bowman Lake State Park,https://parks.ny.gov/parks/76,42.516407,-75.677612,"745 Bliven Sherman RoadOxford, NY 13830",(607) 334-2718,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Bowman Lake State Park is a 966.94 acre remote sylvan retreat known as ""a camper's paradise."" Scenic park roads wind through evergreen and hardwood forests to shady campsites. There is a sandy lakefront with several picnic areas nearby. The lake is regularly stocked with trout, and birdwatchers can spot as many as 103 species of birds. The park also has a nature center and will add a nine-hole disc golf course in 2021!In winter, snowmobilers and cross-country skiers enjoy outstanding scenery on 13 miles of designated trails. No ice fishing is permitted.Bowman Lake offers ""Rustic"" cabins. These cabins are the perfect in-between for campers who like tents and cabins. Offering protection from the elements, they offer 4 and 6 person cabins, but have no electricity or water, with the exception of Cabin 60, which has electricity.  No pets are allowed in Cabin 60, 146B and 146C. Two (2) night minimum stay required for reservations. Reservations and out-of-state resident fees also apply.Pavilion InformationBowman Lake has two pavilions. Prices range from $50 to $75 and can accommodate 49 or 75 people. Check availability atReserveAmerica.comPet Policy:A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray grounds or beaches (this does not apply to service animals).","Boat Launches, Camper Assistance Program, Campsites, Cabins & Lodging, Disc Golf, Fishing, Hiking, Hunting, Nature Center, Pavilions and Shelter Rentals, Playgrounds, Showers, Snowmobiling, Snowshoeing/X-Country Skiing"
Brentwood State Park,https://parks.ny.gov/parks/187,40.78977,-73.271894,"375 Crooked Hill RoadBrentwood, NY 11717",(631) 667-5055,"Brentwood State Park is a 52-acre sport facility that consists of baseball fields and soccer fields.Brentwood State Park is open weekdays, from 8:30am to sunset and weekends, from 7am to sunset.Field Use InformationAnyone interested in securing field usage at Brentwood State Park must complete aPark Use Applicationand either mail, or hand deliver, the application to: Long Island State Parks - Permit Office 625 Belmont Avenue Babylon, NY 11702.If you require additional information, please call the regional permit office, weekdays, 9am to 5pm at 631-321-3515.Pet Policy:No Pets Allowed",
Brookhaven State Park,https://parks.ny.gov/parks/180,40.913059,-72.878899,"2500 William Floyd ParkwayRidge, NY 11961",(631) 929-4314,"Once property of Brookhaven National Laboratory and former military installation called Camp Upton, Brookhaven State Park is 1,638-acres and is part of the central core of the Long Island Pine Barrens. The Park runs along the east side William Floyd Parkway north of Whiskey Road, and between NY 25 and NY 25A. For the avid hiker, the park features The Brookhaven Trail, which heads south through the park and hooks up with the white-blazed Paumanok Path.In addition to various oak-pine habitats this park also contains scattered wetlands. Some of Brookhaven's foliage includes flowering dogwood, wild geranium, Christmas fern and pitch pine. Coastal plain ponds also lie within the park boundaries.Pet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Mailing Address790 Hulse Landing Road, Wading River, NY 11792",Hunting
Buckhorn Island State Park,https://parks.ny.gov/parks/174,43.056377,-78.983322,"c/o Beaver Island State Park -- 2136 West Oakfield RoadGrand Island, NY 14072",(716) 773-3271,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).RestroomsThere are no restroom facilities available at Buckhorn Island State Park.Buckhorn Island State Park nature preserve, 895 acres of marsh, meadows and woods and the last vestige of once vast marshlands and meadows that bordered the Niagara River, is classified as a park preserve. The public is welcome to walk the nature trails, hike, bike, kayak, canoe, fish and cross-country ski in the park. Ongoing restoration continues to re-establish wetland cover and water levels and increase the diversity of native flora and fauna. The ongoing restoration plan includes increasing public access with more non-intrusive trails, overlooks and bird watching blinds.Reminder:There are no restroom facilities available at Buckhorn Island State Park.NYS DOT Traffic Counts for Grand IslandPet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Fishing, Hiking, Snowshoeing/X-Country Skiing"
Buffalo Harbor State Park,https://parks.ny.gov/parks/191,42.846002,-78.861752,"1111 Fuhrmann BlvdBuffalo, NY 14203",(716) 822-1207,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Please NoteSwimming and hunting are not permitted.Ladders to the Outdoors- programming and activities connecting Western New York youth with the outdoorsThe newest state park in the system, Buffalo Harbor State Park is the first state park in the city of Buffalo. Boasting beautiful views of Lake Erie, the park is home to a 1,100 slip marina, a restaurant, boat launches, personal watercraft launches, fish cleaning station, restrooms, and a beach for strolling and sunbathing, and a nautical themed playground great for kids of all ages. In addition the park is adjacent to the popularTifft Nature Preserve.Charlie's Boat Yard Menu:www.Charliesboatyard.comBuffalo Harbor State Park will host several special events and is a great place to enjoy a summer day in Western New York.Pavilion InformationBuffalo Harbor has three pavilions available. Prices range from $100 to $150 and can accommodate 75 to 130 people. Check availability atReserveAmerica.com.Please Note: Swimming is currently not permitted. No Hunting.Pet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Boat Launches, Canoeing/Kayaking, Fishing, Food, Marina, Pavilions and Shelter Rentals, Playgrounds, Stand-up Paddle Boarding, Surfing/Windsurfing"
Burnham Point State Park,https://parks.ny.gov/parks/57,44.161236,-76.263924,"340765 NYS Route 12ECape Vincent, NY 13618",(315) 654-2522,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Burnham Point State Park is small and quiet with lightly-wooded campsites, ideal for boating, fishing and relaxing. Boaters can explore local towns, islands and historic sites for miles up and down the scenic river. Popular game fish include bass, pike, muskellunge and walleye.In addition to tent and trailer campsites, the park has boat docks, a playground and picnic areas.Pavilion InformationBurnham Point has one pavilion. The day use price is $75 and can accommodate up to 60 people. Check availability atReserveAmerica.com.Pet Policy:A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Campsites, Cabins & Lodging, Dockage, Fishing, Grills, Hunting, Pavilions and Shelter Rentals, Playgrounds, Showers"
Buttermilk Falls State Park,https://parks.ny.gov/parks/151,42.417700,-76.523400,"112 E. Buttermilk Falls Rd.(Off Rt. 13 S)Ithaca, NY 14850",(607) 273-5761,"Know Before You Go...More InfoBefore You GoCamping by advance reservation only, no same day walk-in's. Visitwww.reserveamerica.comfor reservations. â  A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Buttermilk Falls State Park takes its name from the foaming cascade formed by Buttermilk Creek as it flows down the steep valley side toward Cayuga Lake. The upper park has a small lake, hiking trails through woodlands and along the gorge and rim, picnic areas and playing fields. The lower park has a campground, natural pool and playing fields, beyond which is Larch Meadows. Larch Meadows is a wetland area through which a nature trail winds.Pavilion InformationButtermilk Falls has
one pavilion which accommodates 73 people.  The pavilion has a 2-day
minimum rental and is $100 per day. Patrons should reserve shelters directly through the Reserve America website. Check availability atReserveAmerica.comShelter & Permit InformationCall Robert H. Treman Office at 607-273-3440 or visitReserveAmerica.comcheck availability before submitting application.Current Water Quality -Beach ResultsPet Policy:A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Mailing Addressc/o Robert H. Treman State Park105 Enfield Falls Rd.Ithaca, NY 14850","Fishing, Grills, Hiking, Hunting, Pavilions and Shelter Rentals, Playgrounds, Playing Fields, Showers, Swimming Beach, Waterfalls"
Caleb Smith State Park Preserve,https://parks.ny.gov/parks/124,40.851841,-73.224815,"581 West Jericho TurnpikeSmithtown, NY 11787",(631) 265-1054,"Winter Nature Programs Nassau CountyWinter Nature Programs Suffolk CountySpring CalendarTo receive the Nature Program Schedule directly to your email, sign up for ourelectronic mailing list here!Nestled in the heart of Smithtown, Caleb Smith State Park Preserve is one of four state nature preserves on Long Island. Within its 543 acres are a variety of habitats offering guests picturesque views that change with the seasons. Caleb Smith is a passive use park. This not only helps protect the local plant and wildlife populations but also allows visitors to escape from the hustle and bustle of everyday life and enjoy the quiet serenity that can only be found in nature.The Nature Museum has been recently renovated and showcases natural history exhibits including a Great Blue Heron, Red Fox, Flying Squirrel and a River Otter.Take a gander as you meander along the hiking trails for some of our rare plants like Pink Lady Slipper, Trailing Arbutus, and Indian Pipe.Nature programs are offered, for all ages, year round. Tiny Tot programs are geared for 3-5 year olds and occur on a bi-weekly basis. Programs for children are suited for those ages 5 and up. Family programs are designed for ages 5 and up but younger siblings are always welcome. Adult programs are offered to those who are 18 and older. Reservations are required for all programs.Bird watchers will delight in the variety of feathered friends found in the preserve, such as Prothonotary Warblers, Virginia Rails and Osprey to name a few.During winter months the snowy landscape is crisscrossed not only with animal tracks but also with cross country ski and snowshoe tracks.Fly fishing on the Nissequogue River is available from April 1st to October 15th (NYS freshwater fishing license and reservations required).Children, 15 and under, are invited to fish on Willow Pond from April 1st to October 31st.Meeting space available for environmental use at reasonable rate, call for details.Find more aboutpark permit information.For information on educational opportunities & programs in Long Island State Parks, please visitLong Island Environmental Interpretive Center.Please Note: Pets, Bikes and Picnics are not permitted.Pet Policy:No Pets AllowedMailing AddressP.O. Box 963 Smithtown, NY 11787","Fly Fishing, Fly Fishing, Gift Shop, Hiking, Nature Center, Snowshoeing/X-Country Skiing"
Camp Hero State Park,https://parks.ny.gov/parks/97,41.070648,-71.871025,"1898 Montauk HighwayMontauk, NY 11954",(631) 668-3781,"Camp Hero State Park encompasses 415 acres of diverse landscape including heavily wooded areas, a long expanse of beachfront along the Atlantic Ocean, and an historic military installation. Specific features of Camp Hero are magnificent pristine maritime forests, freshwater wetlands, spectacular ocean vistas and dramatic bluffs rising from the beach. An extensive system of trails is available for hiking, biking and horseback riding. The park boasts some of the best surf fishing locations in the world, open 24 hours a day to fishermen withpermits, and areas for picnicking. An undisturbed environment shelters bountiful wildlife and an abundance of birds. The former military base that is in the park is registered as a National Historic Site. Swimming not permitted.Pet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Equestrian Trails, Fishing, Hiking, Snowshoeing/X-Country Skiing, Surfing/Windsurfing"
Canadarago State Marine Park,https://parks.ny.gov/parks/203,42.819375,-75.016366,"135 Dennison RoadRichfield Springs, NY 13439",(607) 547-8662,"Know Before You Go...More InfoPet PolicyPets are to be supervised and on a leash not more than 6-feet in length. All animals must be cleaned up after.Fishing TournamentsDuring the summer season there are multiple fishing tournaments on the lake. You need to obtain and submit a Special Use Permit from the Glimmerglass State Park Office 30 days prior to the event date. Glimmerglass State Park is located at 1527 County Highway 31, Cooperstown, NY 13326 and their office can be reached by calling 607-547-8662 for more information.Canadarago State Marine Park is located 3 miles south of Richfield Springs and 12 miles north of Cooperstown, the home to the National Baseball Hall of Fame. The 1.2 acre park has 2 boat slips, fishing access, and offers a few picnic tables with BBQ grills. Canadarago Lake is 3.5 miles long with 10 miles of shoreline. Max depth is 44 feet and mean depth is 33 feet.Notes:During the summer season there are multiple fishing tournaments on the lake. You need to obtain and submit a Special Use Permit from the Glimmerglass State Park Office 30 days prior to the event date. Glimmerglass State Park is located at 1527 County Highway 31, Cooperstown, NY 13326 and their office can be reached by calling 607-547-8662 for more information.Fish Species:Anglers can catch Brown Bullhead, Largemouth Bass, Chain Pickerel, Pumpkinseed, Rock Bass, Smallmouth Bass, Tiger Muskellunge, Walleye, and Yellow PerchDEC Website Info:https://www.dec.ny.gov/outdoor/83770.htmlPet Policy:Pets are to be supervised and on a leash not more than 6-feet in length. All animals must be cleaned up after.",Fishing
Canandaigua Lake State Marine Park,https://parks.ny.gov/parks/3,42.877388,-77.274086,"620 South Main StreetCanadaigua, NY 14424",(585) 394-9420,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Canandaigua Lake Marine Park is a boat launch facility and provides fishing access to Canandaigua Lake.Pet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).",Fishing
Canoe-Picnic Point State Park,https://parks.ny.gov/parks/64,44.303235192800003,-76.074361520400004,"36661 Cedar Point State Park DriveClayton, NY 13624",(315) 654-2522,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Canoe-Picnic Point State Park is only reachable by boat, offering a quiet camping experience in a wooded area with plenty of dock space available. Just south of the camping area is Picnic Point, a picnic ground with a beautiful picnic gazebo, shore dinner cooking facility and dockage. The fishing is excellent.Access By Boat Only:Boat rentals are available nearby, call the park for information.Pavilion InformationCanoe Point has one gazebo. The day use price is $50 and can accommodate up to 30 people. Check availability atReserveAmerica.com.Pet Policy:A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Dockage, Fishing, Grills, Hiking, Hunting, Pavilions and Shelter Rentals, Showers"
Captree State Park,https://parks.ny.gov/parks/65,40.640312,-73.255707,"3500 E. Ocean ParkwayBay Shore, NY 11706",(631) 669-0449,"Home to the largest public fishing fleet on Long Island, Captree State Park is a fishing haven and a picnicker's delight, located on the eastern tip of Jones Island at the end of the Ocean Parkway. Open and charter boats are available for saltwater fishing. No license or equipment is necessary as the boat staff provides everything you'll need for a day on the Great South Bay or the Atlantic Ocean. Information on the fishing fleet is available athttp://captreefleet.com/The fleet also offers sightseeing excursions and scuba diving trips. There are two large fishing piers available for those who want to catch a few crabs or fish from a pier.A full service restaurant operates in the park along with a more casual refreshment stand serving the best chili dogs anywhere. A picnic area at The Overlook offers a beautiful view of Fire Island and the Fire Island Lighthouse while boats of a variety of sizes pass through the Fire Island Inlet just below. A retail bait and tackle shop offers fishing gear and operates the fuel pumps at the boat basin. A boat launch is available for boats larger than 14' providing direct access to the State Boat Channel.Find more aboutpark permit information.Pet Policy:No Pets AllowedMailing AddressP.O. Box 247 Babylon, NY 11702","Canoeing/Kayaking, Fishing, Food, Marina, Playgrounds"
Catharine Valley Trail,https://parks.ny.gov/parks/80,42.286593459199999,-76.845755783100003,"c/o Watkins Glen State ParkP.O. Box 304Watkins Glen, NY 14891",(607) 535-4511,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).This year round recreation trail provides visitors the opportunity to experience the scenic beauty and historic charm of the glacially-carved valley south of Seneca Lake. Following abandoned railroad and canal towpath corridors, the trail passes through a variety of wildlife habitats. The compact stone-dust trail surface accommodates walking, bicycling, cross-country skiing and snowshoeing. Currently six miles of the trail is available for use. When construction is complete the trail will be twelve miles long and extending from the Village of Watkins Glen to Horseheads.Pet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Hiking, Hunting, Snowshoeing/X-Country Skiing"
Caumsett State Historic Park Preserve,https://parks.ny.gov/parks/23,40.914257,-73.473289,"25 Lloyd Harbor RoadHuntington, NY 11743",(631) 423-1770,"Winter Nature Programs Nassau CountyWinter Nature Programs Suffolk CountySpring CalendarCaumsett State Historic Park Preserve, situated on a scenic peninsula extending into Long Island Sound, offers miles of bridle paths, walking, jogging, hiking, biking, cross-country skiing and nature trails over acres of woodland, meadows, rock shoreline and salt marsh. The park has beautiful gardens, excellent fishing and scuba diving bypermit.In 1921 Marshall Field III purchased 1750 acres of Lloyd Neck to create one large estate. He named the land after its Matinecock Indian name, Caumsett, which means ""place by a sharp rock."" Field created a self-sufficient English-style estate as a combination country club, hunting preserve, and home, complete with its own water and electrical supply. When the estate was finished, it had facilities for every sport except golf.Caumsett State Historic Park Preserve was acquired by New York State in 1961. The park is diverse; fishing, hiking, bird watching, nature photography, and nature study are among the many activities visitors may pursue. The polo pony barn provides lessons, boarding & equestrian services as part of the Lloyd Harbor Equestrian Center. The Masters Garage houses the Nassau BOCES Outdoor and Environmental Education Program.The historic Henry Lloyd Manor house built in 1711 is leased to the Lloyd Harbor Historical Society. The Historical Society provides historic interpretation of life during the colonial period.For information on educational opportunities & programs in Long Island State Parks, please visitLong Island Environmental Interpretive Center.Please note:As of April 1st Fishermans Road and Parking area will be open to Annual Permit holders only. One Day- 24Hr Caumsett Dashboard Fishing Permits are available for purchase. Valid Driver's License, Vehicle Registration and proof of enrollment of the DEC Saltwater Fishing Registry are required at time of purchase. No Exceptions.Photography and Other Permits*Photography Permits are required in advance of arrival for any commercial photography, this includes:wedding, engagement, family, birthday, or shoots requiring props, additional staff, or equipment other than a single camera.Permits can be obtained in advance through the NYS Regional Permit office at 631-321-3515Park use applications and fees can be sent to:NY State Parks Permit Office P.O. Box 247 Babylon, NY 11702*Visitors, please note: Metal detecting at Caumsett State Historic Park Preserve is prohibited.Pet Policy: No pets allowed.","Equestrian Trails, Fishing, Food, Hiking, Snowshoeing/X-Country Skiing"
